stock,total_trades,profit_count,loss_count,win_rate,top_profit_ratios,top_loss_ratios,代號,股票名稱
2429.TW,11,3,8,27.27272727272727,"94.63%, 28.84%, 10.41%","-16.33%, -12.47%, -7.96%",2429.TW,銘旺科
2430.TW,16,7,9,43.75,"15.21%, 8.73%, 5.27%","-9.08%, -3.73%, -1.63%",2430.TW,燦坤
2431.TW,13,5,8,38.46153846153847,"24.52%, 7.32%, 3.21%","-17.69%, -5.83%, -5.41%",2431.TW,聯昌
2433.TW,15,9,6,60.0,"9.97%, 3.48%, 1.17%","-2.33%, -1.15%, -0.78%",2433.TW,互盛電
2434.TW,12,5,7,41.66666666666667,"6.33%, 1.91%, 1.39%","-5.81%, -4.76%, -3.83%",2434.TW,統懋
2436.TW,14,2,12,14.285714285714285,"13.21%, 1.41%","-16.93%, -14.43%, -11.53%",2436.TW,偉詮電
2438.TW,12,6,6,50.0,"192.89%, 41.67%, 8.88%","-7.17%, -6.96%, -4.80%",2438.TW,翔耀
2439.TW,12,5,7,41.66666666666667,"20.73%, 15.49%, 8.29%","-5.96%, -5.95%, -5.30%",2439.TW,美律
2440.TW,13,4,9,30.76923076923077,"2.41%, 1.61%, 1.56%","-9.22%, -5.00%, -3.80%",2440.TW,太空梭
2441.TW,16,7,9,43.75,"11.52%, 10.30%, 2.32%","-6.35%, -5.35%, -4.97%",2441.TW,超豐
2442.TW,13,10,3,76.92307692307693,"18.28%, 12.38%, 12.11%","-4.17%, -3.62%, -3.62%",2442.TW,新美齊
